complaint_id,product_group,classification,confidence,delegative_score,evaluative_score,primary_evidence,secondary_signals
7144372,checking_savings,EVALUATIVE,0.85,0.2,0.9,"Coinbase verifies that the gift card is valid in the amount of {$250.00} but will not deposit it into the account, just providing an error.","The complaint mentions opening numerous tickets and emailing 22 times without response, indicating frustration with poor service quality."
3234435,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as the failure to deposit the promised $500.00 and poor customer service.","The repeated emphasis on broken processes and unmet promises, such as the non-working debit card and lack of communication, supports an evaluative trust failure."
3059253,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint involves unauthorized transactions and a dispute over whether they were authorized, with no clear emotional content indicating trust failure.",The mention of Regulation E and potential lawsuit suggests a focus on procedural resolution rather than a personal sense of betrayal.
10227214,checking_savings,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on incorrect charges and poor service quality, with the consumer expressing frustration at not receiving answers about the fees.",The repeated calls and transfers indicate dissatisfaction with the service process.
8926387,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations, such as lack of response and resolution from the bank.",The consumer expresses frustration at the inability to access funds and the lack of communication.
8408366,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, specifically not receiving services paid for and incorrect information provided by bank representatives.","The consumer expresses frustration with the bank's process and the incorrect information given by representatives, indicating dissatisfaction with service quality."
4889342,checking_savings,UNCLASSIFIABLE,0.6,0.4,0.5,"The complaint involves a scam and a dispute over an unauthorized transaction, but lacks clear emotional content or language indicating a specific trust mode.","The consumer expresses frustration with the bank's response, but does not clearly indicate betrayal or unmet service expectations."
6358143,checking_savings,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations and verification failures, specifically the absence of terms and conditions in the original offer.",The consumer expresses frustration over the company's reliance on amended conditions that were not part of the original agreement.
16562191,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint focuses on unauthorized charges and actions taken by the consumer, but lacks clear emotional content or language indicating a specific trust failure mode.","The consumer mentions changing passwords and getting new cards, which suggests a focus on security rather than a clear evaluative or delegative trust issue."
9539704,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and verification failures, such as being denied withdrawal due to an 'unauthorized signature' despite providing evidence.",The consumer expresses frustration at being lied to and the impact on their business operations.
5883976,checking_savings,EVALUATIVE,0.8,0.3,0.8,Wells Fargo needs to take ownership that they both processed a bogus check.,"The complaint focuses on the bank's failure to detect and prevent fraudulent transactions, indicating unmet performance expectations."
7952759,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and verification failures, such as the bank reversing credits and claiming the consumer authorized transactions they did not.",The consumer expresses frustration and dissatisfaction with the bank's handling of the unauthorized transactions and the reversal of credits.
10541024,checking_savings,DELEGATIVE,0.85,0.85,0.4,I have banked with Huntington for over 20 years and the tellers and dispute representatives are treating me like another number on their list.,"The complaint reflects a sense of betrayal and personal violation, especially with the statement about the situation changing the consumer's perspective on the banking industry."
13244965,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the inability to find records and delays in processing requests.",The consumer expresses frustration and dissatisfaction with the incompetence and broken processes of the bank.
3481026,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on the bank's failure to properly handle a fraud claim and the reversal of credits, indicating unmet performance expectations.","The consumer expresses frustration with the process and the requirement to fax a letter, which they cannot do."
4399566,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint involves unauthorized transactions and a denial of a fraud claim, but lacks clear emotional language indicating either trust mode.",The complaint describes a factual dispute over fraud determination without clear evaluative or delegative language.
11814374,checking_savings,EVALUATIVE,0.85,0.2,0.9,I was charged fees due to lagged posting of charges and credits.,"The complaint references CFPB findings, indicating a systemic issue rather than personal betrayal."
3378998,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as accounts being arbitrarily locked and the consumer having to repeatedly verify their identity without explanation.",The consumer expresses frustration and dissatisfaction with the repeated verification process and lack of communication from Citibank.
4409517,checking_savings,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on poor customer service and lack of updates about the funds.,The mention of 'worst customer service' indicates frustration with service quality.
3802775,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as being given inconsistent information and delays in resolving a fraudulent charge.",The consumer expresses frustration with the process and the inability to contact the dispute department.
3579432,checking_savings,DELEGATIVE,0.8,0.8,0.4,I feel the bank is exploiting me and any possible opportunity to charge an overdraft.,"The complaint mentions a sense of being taken advantage of during a vulnerable time, as the consumer is receiving unemployment."
4593735,checking_savings,UNCLASSIFIABLE,0.9,0.1,0.1,"The complaint is about an account opened without the consumer's knowledge, indicating identity theft rather than a trust relationship with the bank.",none
11332240,checking_savings,EVALUATIVE,0.9,0.2,0.9,"Chase then put a hold on the second check to deposit to expire the day AFTER the terms of the promotion end, thereby voiding their obligations.",The complaint focuses on unmet performance expectations and poor service quality related to the promotion terms.
1738826,checking_savings,EVALUATIVE,0.85,0.4,0.9,"The complaint focuses on being charged a monthly service fee despite an agreement for no fees, indicating unmet performance expectations.","The consumer expresses frustration over the bank's claim of notifying them, suggesting a verification failure."
6062200,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, such as not receiving notifications about unauthorized transactions and poor service quality from the fraud department.",The consumer expresses frustration with the bank's processes and lack of helpfulness in resolving the issue.
8360689,checking_savings,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on the bank's failure to provide access to the account, which is a functional problem.","The mention of 'illegal harassment' suggests a strong emotional response, but the core issue is access denial."
5656984,checking_savings,DELEGATIVE,0.8,0.8,0.4,"The complaint reflects a sense of betrayal and violation of good faith, as the consumer trusted Chase Bank to protect their accounts and apply the correct state exemptions.",The emotional register includes a sense of personal violation and moral outrage at the financial hardship caused by the garnishment.
5405782,checking_savings,EVALUATIVE,0.85,0.2,0.85,The complaint focuses on unmet performance expectations regarding the delay in funds being available despite being told they would be.,"The consumer compares their experience with that of their siblings, indicating frustration with the bank's process."
11276433,checking_savings,EVALUATIVE,0.8,0.2,0.8,"Navy Federal charged surprise overdraft fees on certain ATM withdrawals and debit card purchases, even when account showed sufficient funds.",The complaint focuses on incorrect charges and unmet performance expectations.
2382905,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on the bank placing a hold on funds for double the levy amount and issuing a fee, questioning the legality and process.",The consumer expresses frustration with the bank's actions and questions the correctness of the process.
4076400,checking_savings,UNCLASSIFIABLE,0.6,0.4,0.4,"The complaint focuses on alleged discrimination and violation of the Equal Credit Opportunity Act, which does not clearly fit into either trust mode.",The complaint mentions denial of service but frames it as a legal violation rather than a service failure or betrayal.
1895125,checking_savings,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on unwarranted overdraft fees and the failure of Chase to credit back the fees despite multiple requests.,The consumer mentions specific service failures such as being unable to log on to their online account or complete an account balance inquiry.
8099265,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on Truist not releasing funds and not communicating, which are unmet performance expectations.","The consumer expresses frustration with the process and the lack of communication, indicating dissatisfaction with service quality."
11560217,checking_savings,EVALUATIVE,0.85,0.3,0.9,I was charged fees due to lagged posting of charges and credits.,"The complaint references CFPB findings, indicating a systemic issue with service performance."
3627754,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as not receiving the check within the promised timeframe and being given the runaround.","The consumer expresses frustration and dissatisfaction with the process and service, indicating a focus on functional problems."
8290427,checking_savings,DELEGATIVE,0.8,0.8,0.4,"The complaint reflects a sense of personal violation and betrayal, particularly in the statement 'I felt very targeted because none of this was stated on the website' and 'I am very disappointed with KeyBank and how they treat people of XXXX trying to make it in life.'","The consumer expresses a sense of being judged and discriminated against, which suggests a violation of good faith and trust."
3396563,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,The complaint mentions a payment arrangement issue but lacks clear emotional language indicating either trust mode.,The mention of financial strain due to a family death adds context but does not clarify the trust mode.
6003681,checking_savings,UNCLASSIFIABLE,0.8,0.2,0.3,"The complaint is about an account opened without the consumer's knowledge, indicating identity theft rather than a trust relationship with the institution.","The consumer mentions difficulty contacting a representative, but this is secondary to the identity theft issue."
6233710,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as being denied access to accounts and ineffective customer service.",The repeated transfers and inability to resolve the issue despite multiple calls indicate frustration with service processes.
10576589,checking_savings,EVALUATIVE,0.8,0.2,0.8,"The complaint focuses on unmet performance expectations and poor service quality, as the consumer repeatedly tried to contact the bank without receiving a response.","The complaint describes a broken process and failure to perform as expected, with no indication of betrayal or abuse of trust."
14796419,checking_savings,EVALUATIVE,0.85,0.3,0.85,"The complaint focuses on the hold placed on the cashier's check and the inability of customer support to provide a reason, indicating unmet performance expectations.","The consumer expresses frustration with the process and questions the legality of the hold, which suggests dissatisfaction with service quality."
2062276,checking_savings,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on the bank not pursuing the money from the agency as promised.,The consumer expresses frustration at being stuck with fees due to the bank's inaction.
9658280,checking_savings,EVALUATIVE,0.8,0.4,0.8,No one contacted me for evidence or to perform any type of investigation.,The complaint mentions a failure to communicate and perform an investigation as expected.
9417768,checking_savings,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on Sofi's failure to provide a provisional credit as promised and not following their own guidelines.,"The consumer expresses frustration with the process and lack of communication, indicating dissatisfaction with service quality."
8446234,checking_savings,UNCLASSIFIABLE,0.6,0.4,0.3,"The complaint describes a scam and a request for help, but lacks clear language of either evaluative or delegative trust failure.","The mention of a scam suggests potential delegative trust issues, but it's not explicit."
2048803,checking_savings,EVALUATIVE,0.8,0.4,0.8,The complaint focuses on 'incorrect info on fees' and being 'deliberately misleading' about service charges.,"The mention of 'deliberately misleading' suggests some delegative elements, but the focus is on incorrect charges."
15407076,checking_savings,UNCLASSIFIABLE,0.7,0.2,0.3,"The complaint involves an account opened without the consumer's consent, which is more about identity theft than a trust relationship.",The complaint lacks emotional content or clear language indicating either evaluative or delegative trust failure.
7912442,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint focuses on unauthorized charges and a claim process, but lacks clear emotional content or language indicating a specific trust failure mode.",The mention of losing a wallet and receiving card replacements suggests a procedural issue rather than a trust betrayal.
15762059,checking_savings,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on unauthorized deductions and failure to return funds, indicating unmet performance expectations.","The consumer expresses frustration with the process and lack of communication, which supports an evaluative trust failure."
6051730,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the denial of claims due to lack of documents and failure to receive faxed documents.",The consumer expresses frustration with the process and the institution's failure to resolve the issue despite providing necessary documentation.
7449132,checking_savings,EVALUATIVE,0.8,0.3,0.8,Wells Fargo is not able to provide any additional help or fraud protection for this claim.,The complaint focuses on unmet performance expectations and poor service quality in handling the fraud claim.
1852816,checking_savings,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations and poor service quality, specifically the failure to reverse a fee as promised.",The consumer expresses frustration at the incompetence of the bank's process and communication.
11293399,checking_savings,EVALUATIVE,0.85,0.2,0.9,Chime has been charging my transaction twice when using spot me when my deposit hits the account.,The complaint focuses on incorrect charges and a broken process.
8419664,checking_savings,DELEGATIVE,0.8,0.8,0.4,truist decided to end there relationship with my but yet they wont release my funds,"The consumer expresses a sense of betrayal and bias, indicating a violation of good faith."
3054442,checking_savings,EVALUATIVE,0.8,0.4,0.8,The complaint focuses on excessive overdraft fees and the failure to honor requests not to process payments when funds are unavailable.,"The mention of 'predatory lending' suggests some delegative elements, but the primary focus is on unmet performance expectations."
6485831,checking_savings,EVALUATIVE,0.9,0.1,0.9,The complaint focuses on incorrect charges for ATM transaction fees when there was no ATM activity.,The language reflects frustration with unmet performance expectations regarding account charges.
10759197,checking_savings,EVALUATIVE,0.85,0.2,0.9,USAA has been charging me overdraft fees because theyre constantly taking the money out of my account when the funds are not in there,The complaint focuses on incorrect charges and poor service quality.
9823244,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint is about a phishing call and concerns about information sharing, but lacks clear emotional content or trust mode.","The mention of a new account and annoyance suggests some evaluative elements, but not strongly enough."
4569625,checking_savings,EVALUATIVE,0.7,0.3,0.7,The complaint focuses on Capital One's failure to open an account despite the consumer's belief that there is no negative information in their file.,"The consumer expresses frustration and dissatisfaction with the service, indicating unmet performance expectations."
5990766,checking_savings,DELEGATIVE,0.9,0.9,0.4,"I am a victim of theft but Chase and their claims department has failed me, my family and my business leaving us helpless yet again.","The complaint expresses a sense of betrayal and moral outrage, particularly in the statement 'I have never felt so helpless and my bank who is supposed to help protect my assets and my accounts, basically aided, and abetted a thief.'"
4711855,checking_savings,UNCLASSIFIABLE,0.4,0.2,0.3,The complaint is unclear and lacks specific language indicating either evaluative or delegative trust failure.,The complaint mentions issues with account access but does not clearly express unmet expectations or betrayal.
11651865,checking_savings,EVALUATIVE,0.85,0.3,0.9,"Capital One can not accurately tell my why I haven't gotten paid, can not provide an accurate timeliness of when this will be resolved, and can not tell me when I will receive my direct deposit.","The complaint focuses on unmet performance expectations and poor service quality, such as inconsistent information from supervisors and lack of resolution."
7107552,checking_savings,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on the account being frozen for no reason and the failure to unfreeze funds despite completing the ID verification process.,"The consumer expresses frustration with poor service quality and unmet performance expectations, such as not being able to access their money."
6221973,checking_savings,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on incorrect charges and a failure to properly handle account transactions.,The consumer expresses frustration with the bank's handling of the overdraft refunds.
14873067,checking_savings,UNCLASSIFIABLE,0.6,0.5,0.5,"The complaint involves identity theft and the institution's response, but it mixes elements of both evaluative and delegative trust without a clear dominant mode.","The complaint mentions both unmet expectations in handling the issue and a sense of betrayal in aiding a criminal, but neither is clearly dominant."
2741975,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on USAA failing to uphold a stop payment request, which is a performance expectation.","The consumer expresses frustration with USAA's failure to perform as promised, indicating dissatisfaction with service quality."
9381853,checking_savings,DELEGATIVE,0.8,0.8,0.4,"The complaint describes a 'fraudulent act' and calls it 'criminal,' indicating a sense of betrayal and violation of trust.",The bank's refusal to provide information on who switched the account suggests a breach of fiduciary duty.
5701007,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as not refunding money and not conducting a proper investigation.",The consumer expresses frustration at having to fight for their own money and mentions a broken process where they were initially told they would receive a refund.
6587350,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to ensure security measures and incorrect processing of the transaction.",The consumer expresses frustration and dissatisfaction with Chime's customer service and processes.
6773971,checking_savings,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on unmet performance expectations regarding overdraft instructions and unfulfilled promises of reimbursement.,The consumer expresses frustration at the failure to perform as instructed and promised.
14175701,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on being charged two overdraft fees and the manager's refusal to overturn them, which is seen as a failure to perform as expected.","The consumer mentions past experiences where fees were overturned, indicating a focus on service consistency."
8082667,checking_savings,UNCLASSIFIABLE,0.7,0.2,0.4,The complaint is about identity theft where the consumer has no relationship with the institution.,"The frustration expressed is about the inability to resolve the issue, not a betrayal of trust."
11664231,checking_savings,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on incorrect charges and unmet performance expectations regarding overdraft fees.,The mention of difficulty tracking fees due to being stationed overseas suggests frustration with service quality.
14567866,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as conflicting information, no follow-up, and no resolution.",The consumer expresses frustration over the lack of resolution and the financial stress caused by the delays.
10358307,checking_savings,UNCLASSIFIABLE,0.8,0.2,0.2,"The complaint is about an account opened without the consumer's knowledge, which is a factual dispute with no emotional content.",none
6359299,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint involves a factual dispute about a check cashed by an unknown person, with no clear emotional content.","The mention of no response from Citi could suggest dissatisfaction, but it's not strong enough to classify."
17216428,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on USAA's failure to provide a reason for denial, failure to complete identity verification, and failure to issue an adverse action notice.","The complaint mentions concerns under the Fair Credit Reporting Act and potential unfair or abusive conduct, indicating dissatisfaction with service processes."
1431506,checking_savings,UNCLASSIFIABLE,0.6,0.4,0.5,The complaint mentions account closure and lack of information but does not clearly reflect unmet performance expectations or betrayal.,"The mention of involving the police suggests a serious issue, but the emotional tone and specific trust mode are unclear."
8146182,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and broken processes, such as the unauthorized transaction and missing funds.",The consumer expresses frustration with the banks blaming each other and the time spent resolving the issue.
6559388,checking_savings,UNCLASSIFIABLE,0.7,0.3,0.4,The complaint primarily involves identity theft and a factual dispute about the consumer's responsibility for accounts opened fraudulently.,"The consumer provides evidence of incarceration and a police report, indicating a focus on factual resolution rather than trust dynamics."
14922202,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,The complaint describes a factual situation about account access and missing paychecks without clear emotional content.,"The mention of being unable to access account information suggests frustration, but it's not enough to clearly classify."
6359781,checking_savings,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on poor service quality and failure to perform as expected by not helping with the fraud issue.,The consumer expresses frustration at the incompetence of the fraud department.
1787756,checking_savings,EVALUATIVE,0.8,0.3,0.8,"TD Bank is stating that they can't help, because there isn't any current record of the account.","The complaint focuses on the failure to provide account information and assistance, which are unmet performance expectations."
11930123,checking_savings,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on the bank freezing the entire account, affecting the consumer's ability to access funds for essential needs.","The consumer expresses frustration with the bank's solution and the impact on their family, indicating dissatisfaction with service quality."
4366726,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as failing to mail the check and not returning calls.",The repeated attempts to resolve the issue and the lack of response from the bank indicate frustration with incompetence.
2892636,checking_savings,EVALUATIVE,0.85,0.2,0.9,The bank has not mailed me a check as promised since last week.,"The complaint focuses on unmet promises and incorrect charges, indicating dissatisfaction with service performance."
6949940,checking_savings,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on incorrect charges and overdrafts leading to account closure.,The mention of having to move direct deposit suggests frustration with service disruption.
5790356,checking_savings,UNCLASSIFIABLE,0.6,0.4,0.5,"The complaint involves identity theft and a fake loan company, which complicates the classification as it involves third-party fraud.","The consumer mentions Wells Fargo's investigation and denial of reimbursement, but the primary issue is the fraudulent activity by a third party."
3987531,checking_savings,DELEGATIVE,0.8,0.8,0.4,"E-Trade has decided to no longer do business with me, but would not give me the reason behind this decision.",The consumer expresses a sense of betrayal and abandonment by the institution.
8104367,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as erroneous information from customer service and failure to transfer funds as promised.",The consumer expresses frustration with the lack of customer service capability and the company's failure to meet promised dates.
3100552,checking_savings,EVALUATIVE,0.9,0.1,0.9,I have not received the bonus so far.,The complaint focuses on unmet performance expectations regarding a promotional offer.
12603999,checking_savings,EVALUATIVE,0.8,0.2,0.8,"The complaint focuses on unmet performance expectations and verification failures, specifically the failure of the KYC process and lack of information provided.","The consumer expresses frustration with the process and lack of communication, which aligns with evaluative trust failure."
18131775,checking_savings,EVALUATIVE,0.8,0.2,0.8,The complaint focuses on poor service quality and failure to notify the consumer about account closure.,The consumer expresses frustration with representatives hanging up and being given the run around.
2384569,checking_savings,EVALUATIVE,0.8,0.2,0.8,Paypal refuses to give me my money for this transaction.,The complaint mentions a specific unmet promise regarding the release of money.
13384290,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint primarily describes unauthorized transactions and a refusal to reimburse, without clear emotional content or trust language.",The complaint lacks explicit emotional language or a clear stance of betrayal or unmet expectations.
16800389,checking_savings,EVALUATIVE,0.8,0.3,0.8,"Chime repeatedly denied my dispute, claiming no error was found.",The complaint focuses on unmet performance expectations and poor service quality in handling the fraud claim.
3858325,checking_savings,UNCLASSIFIABLE,0.6,0.4,0.4,The complaint describes a factual dispute about missing funds with no clear emotional content indicating trust failure.,"The mention of 'financial fraud' suggests potential delegative trust concerns, but the overall tone is more factual."
12998237,checking_savings,EVALUATIVE,0.9,0.2,0.9,"I believe Netspend failed to fairly evaluate the dispute, and I am now stuck with a {$220.00} overcharge that I did not authorize.","The complaint focuses on incorrect charges and failure to properly evaluate evidence, indicating unmet performance expectations."
9584698,checking_savings,EVALUATIVE,0.8,0.4,0.8,Truist refuses to disperse the funds into my account to withdrawal.,"The complaint focuses on unmet performance expectations and poor service quality, such as the lack of explanation and resolution from the fraud department."
7638905,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on the failure of Wells Fargo to provide fraud alerts or protection, which are unmet performance expectations.","The consumer expresses frustration at the lack of response from Wells Fargo, indicating dissatisfaction with service quality."
11854041,checking_savings,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on the account being 'restricted' and not being unlocked despite following the bank's instructions.,The consumer expresses frustration with the process and unmet expectations of service.
5762541,checking_savings,EVALUATIVE,0.8,0.4,0.8,I find it astonishing that Chase is not reviewing this matter more logically with the facts provided.,"The complaint focuses on the failure to resolve the fraudulent charges despite providing evidence, indicating unmet performance expectations."
4395338,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and broken processes, such as being charged ATM fees and incorrect withdrawal dates.",The mention of repeated issues since the pandemic suggests ongoing service quality problems.
2561571,checking_savings,EVALUATIVE,0.85,0.2,0.9,I feel that I followed all necessary procedures to insure that these fees were avoided and would like the {$250.00} credited back to my account.,The complaint focuses on unmet performance expectations and incorrect charges.
10067362,checking_savings,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on the hold placed on a government check and the inability of bank representatives to override the system, indicating unmet performance expectations.",The consumer expresses frustration with the bank's processes and the inability to resolve the issue through human interaction.
7062624,checking_savings,UNCLASSIFIABLE,0.6,0.5,0.5,The complaint involves a scam where the consumer was deceived by someone impersonating a bank representative.,"The consumer expresses frustration with the bank's lack of assistance in recovering funds, but the primary issue is the scam itself."
6318578,checking_savings,EVALUATIVE,0.85,0.3,0.9,Truist has not made the effort that they said they would in writing.,"The complaint focuses on unmet promises and poor service quality, such as being transferred to a non-existent number."
3741447,checking_savings,DELEGATIVE,0.8,0.8,0.4,"The consumer expresses a sense of betrayal and discrimination, stating 'knowing i was being discriminated against by people who i believe secretly hate Americans.'","The complaint includes language about wasted time and being misled, suggesting a deeper sense of personal violation."
8233255,checking_savings,UNCLASSIFIABLE,0.6,0.4,0.3,The complaint involves identity theft and the consumer's interaction with the institution is unclear.,"The consumer expresses concern about identity theft and unauthorized account creation, but does not clearly articulate a trust relationship with the institution."
10496769,checking_savings,EVALUATIVE,0.8,0.3,0.8,Citi held onto the money and is not willing to work with me on getting the money back.,The complaint focuses on a functional problem with the bank's handling of a closed account and a direct deposit.
3948636,checking_savings,UNCLASSIFIABLE,0.6,0.5,0.5,The complaint mixes issues of incorrect account information and potential impersonation without a clear focus on either evaluative or delegative trust failure.,"The mention of impersonators and unresolved issues suggests potential delegative concerns, but the focus on incorrect account information leans towards evaluative."
10335782,checking_savings,EVALUATIVE,0.8,0.3,0.8,WellsFargo is not making any sincere effort to resolve the case when they themselves sent me the mediation form.,Repeated attempts to resolve the issue and frustration with the process indicate unmet performance expectations.
12950125,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as blocking the account and withholding funds without clear explanation.",The repeated delays and lack of updates from the support team indicate a failure to perform as expected.
3433340,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges and unmet performance expectations, such as insufficient funds fees and service fees.",The consumer expresses frustration with the bank's processes and the impact on their ability to manage their account.
2916519,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges, broken processes, and unmet promises, such as the application of fees and account closure without notice.",The consumer expresses frustration and dissatisfaction with the bank's handling of the situation and lack of clear explanation.
10708896,checking_savings,UNCLASSIFIABLE,0.6,0.2,0.4,The complaint focuses on the account being restricted without clear emotional content or indication of trust mode.,"The consumer repeatedly states they did nothing wrong, but does not express clear evaluative or delegative trust failure."
6832488,checking_savings,EVALUATIVE,0.8,0.3,0.8,Bank of America insisted that the above-referenced deposit from XXXX Bank was unauthorized and belonged to a third party.,The complaint focuses on a functional problem with the transfer process and the incorrect closure of accounts.
5379594,checking_savings,EVALUATIVE,0.7,0.4,0.7,The complaint focuses on the bank's failure to notify the consumer of unusual transactions in a timely manner and the subsequent poor service in handling the issue.,"The consumer expresses frustration with the bank's requirement for proof to resolve the issue, indicating dissatisfaction with service quality."
6712062,checking_savings,UNCLASSIFIABLE,0.4,0.5,0.5,"The complaint involves a scam and identity theft, with no clear emotional content directed at the financial institution.","The complaint mixes issues of fraud, service disruption, and dissatisfaction with the bank's response, but lacks a dominant trust mode."
17239067,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as being unable to withdraw money or access the account.",The mention of a promised sign-up bonus and the frustration with being locked out of the account for a month indicate dissatisfaction with service quality.
7600864,checking_savings,UNCLASSIFIABLE,0.3,0.2,0.2,The complaint is unclear and lacks specific language indicating either evaluative or delegative trust failure.,"The mention of hacking and unauthorized transactions suggests identity theft, which complicates classification."
7404635,checking_savings,UNCLASSIFIABLE,0.6,0.4,0.5,"The complaint involves identity theft and unauthorized transactions, which complicates clear classification into evaluative or delegative trust failure.","Mentions of being a valued client for over 20 years could suggest a delegative aspect, but the focus is on the unresolved issue of unauthorized transactions."
2105970,checking_savings,DELEGATIVE,0.85,0.85,0.4,"The complaint reflects a sense of betrayal and abuse of trust, particularly when the consumer states they never wanted, discussed, applied for, consented, or signed for a credit card.","The consumer expresses moral outrage and a sense of personal violation, especially when describing the unauthorized credit card and the subsequent harassment by Wells Fargo."
8972392,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint focuses on a factual dispute about an unauthorized transaction, with no clear emotional content indicating trust failure.",The consumer reports a denial of a dispute but does not express emotions of betrayal or frustration.
3469102,checking_savings,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as the lack of knowledge to open the account and poor customer service.",The consumer expresses frustration with the mobile app design and the difficulty in reaching customer service.
2421860,checking_savings,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on unmet performance expectations regarding a promotional bonus that was not credited.,The consumer expresses frustration at the lack of response to their request for investigation.
15929617,checking_savings,EVALUATIVE,0.8,0.4,0.8,BMO Bank denied or delayed advertised new-account cash bonuses after customers meet stated qualifying direct deposit conditions.,"The complaint focuses on unmet performance expectations and failure to perform as advertised, with frustration over the need for escalation to receive the promised bonus."
18113477,checking_savings,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on the arbitrary rejection of a payment and the expectation that the bank should follow given procedures.,The mention of prior similar payments being correctly deposited suggests a focus on inconsistent service performance.
18961474,checking_savings,EVALUATIVE,0.7,0.4,0.7,"They said, they will follow up with to whats going on with the fraud activity but they never did.","The complaint focuses on poor communication and failure to follow up, which are performance issues."
7124729,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the inability of the branch manager to renew a teller machine card.","The consumer expresses frustration with the standard response from the Executive Office Case Specialist, indicating dissatisfaction with service quality."
